interval,activecontainers,ips,apparentips,ram,disk,creationids,hostalloc,active
39,16,"[2038.2522049240424, 627.7114297765422, 744.572766635591, 1332.217282883153, 2303.8585840403466, 1385.7651768573314, 537.0067752912778, 731.2170323801198, 5157.122179558036, 1098.4951864428965, 1178.6284482263632, 647.744773280049, 2118.3581867769535, 1554.649748478609, 2986.820614882346, 634.9142092797401]","[4029.0, 907.2218885788509, 1234.8570912976222, 4029.0, 2794.142908702378, 1648.203495040189, 816.5172340935865, 4029.0, 4029.0, 1378.0056452452052, 1826.489349873877, 927.2552320823577, 2380.796504959811, 2202.5106501261225, 4029.0, 4029.0]","[(654.3108000000001, 0.7628666666666667, 1.1362666666666668), (48.234, 0.0009333333333333332, 6.666666666666668e-05), (142.60586666666666, 0.0007333333333333332, 0.0006), (805.3058666666667, 0.081, 0.3894666666666666), (1255.4948, 0.13406666666666667, 0.4640666666666667), (106.95439999999999, 0.8705333333333333, 0.007), (289.4064, 0.0012, 0.0015333333333333334), (178.9568, 0.0019333333333333331, 0.0014666666666666665), (1632.9818, 0.3732, 0.7381333333333333), (83.886, 0.0, 0.001), (29.66546666666667, 11.591533333333333, 11.616), (35.6514, 0.001, 0.0), (626.3488000000001, 0.7791333333333333, 1.1652666666666667), (92.2746, 0.9142666666666668, 0.7324666666666667), (1311.4188000000001, 0.14286666666666667, 0.5135333333333333), (398.45840000000004, 0.0016666666666666668, 0.0003333333333333333)]","[(1, 0.011416666666666664, 0.047094444444444446), (1, 0.0, 0.0006611111111111111), (1, 0.0, 0.02883888888888889), (3, 0.0, 0.023311111111111112), (3, 1.666666666666667e-05, 0.12178333333333334), (1, 0.0, 0.00021666666666666668), (2, 0.00013333333333333334, 0.0024055555555555557), (1, 0.36411666666666676, 0.01315), (3, 0.09808333333333331, 0.2580777777777778), (3, 0.0, 1.1111111111111112e-05), (3, 0.0, 2.2222222222222223e-05), (1, 0.0, 0.0006222222222222223), (1, 0.0019833333333333335, 0.0026333333333333334), (2, 0.0, 0.010216666666666666), (3, 5e-05, 0.13139444444444442), (1, 0.015133333333333334, 0.0009777777777777777)]","[47, 43, 55, 52, 51, 35, 46, 56, 31, 32, 38, 53, 39, 41, 49, 54]","[1, 6, 13, 11, 13, 14, 6, 10, 4, 6, 15, 6, 14, 15, 5, 12]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
40,16,"[2070.887975308562, 614.3558674408712, 554.2559608139378, 888.1448552554355, 2662.034226881929, 1298.1278534197136, 534.03988703, 657.7614400862267, 6377.347674662409, 1121.86742445232, 1005.0061272411768, 631.0503203604601, 2145.060180727923, 1560.5835261445573, 2953.431360041183, 655.6824310786097]","[4029.0, 896.2774926199584, 960.6108669660044, 4029.0, 3068.3891330339957, 1591.0338363458952, 815.9615122090872, 4029.0, 4029.0, 1403.7890496314071, 1736.7113005483097, 912.9719455395473, 2437.966163654105, 2292.2886994516903, 4029.0, 4029.0]","[(506.11220000000003, 0.7000666666666667, 1.4158), (35.651199999999996, 0.001066666666666667, 6.666666666666668e-05), (98.56566666666669, 0.0007333333333333332, 0.0002666666666666667), (624.9507333333332, 0.08693333333333333, 0.30760000000000004), (1470.8021999999999, 0.18553333333333333, 0.47233333333333327), (100.663, 0.7605333333333333, 0.005333333333333333), (239.0746, 0.0012, 0.0016), (192.93779999999998, 0.003933333333333333, 0.0014666666666666665), (1756.0146000000002, 0.15113333333333331, 0.6404), (58.7202, 0.0, 0.001), (30.01513333333334, 8.723066666666668, 8.7436), (48.234, 0.001066666666666667, 0.0), (542.4628, 0.7475333333333333, 1.4531333333333334), (134.2176, 0.8891333333333333, 0.7291333333333333), (1311.4188000000001, 0.188, 0.5201333333333333), (349.5247333333333, 0.0023333333333333335, 0.003)]","[(1, 0.0675, 0.04805), (1, 0.0, 0.0006277777777777777), (1, 0.0, 0.0016666666666666668), (3, 0.0, 0.013066666666666667), (3, 1.666666666666667e-05, 0.1395388888888889), (1, 0.0, 0.00023333333333333333), (2, 0.00016666666666666666, 0.002361111111111111), (1, 0.26766666666666666, 0.015294444444444444), (3, 0.07565000000000001, 0.43214444444444444), (3, 0.0, 0.0), (3, 0.0, 2.7777777777777776e-05), (1, 0.0, 0.0006333333333333333), (1, 0.07328333333333333, 0.0468111111111111), (2, 1.666666666666667e-05, 0.00786111111111111), (3, 3.3333333333333335e-05, 0.16156666666666666), (1, 0.01145, 0.0009944444444444447)]","[47, 43, 55, 52, 51, 35, 46, 56, 31, 32, 38, 53, 39, 41, 49, 54]","[1, 6, 13, 11, 13, 14, 6, 10, 4, 6, 15, 6, 14, 15, 5, 12]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
41,16,"[1964.079999504682, 611.0169768569533, 597.6615481065954, 1101.8338429860667, 2986.820614882346, 1207.75186362467, 531.0729987687222, 711.18368902724, 4197.939949575493, 0, 0, 644.4058826961312, 2245.9343800982538, 1530.9146378148132, 2989.8560016860883, 0]","[4029.0, 1171.6430122765016, 819.9204666121246, 4029.0, 3209.079533387875, 1495.4087417632081, 1091.6990341882706, 4029.0, 4029.0, 560.6260354195483, 1249.0426810925933, 1205.0319181156797, 2533.591258236792, 2779.9573189074063, 4029.0, 4029.0]","[(713.031, 0.7426, 1.2830666666666666), (32.855133333333335, 0.0009333333333333332, 0.00013333333333333334), (121.6344, 0.0005333333333333334, 0.0002), (641.7282666666667, 0.07759999999999999, 0.331), (1311.4188000000001, 0.14286666666666667, 0.5135333333333333), (103.8088, 0.7323333333333335, 0.005066666666666666), (244.6674, 0.0012, 0.0014666666666666665), (134.2176, 0.002, 0.0014), (1834.3084, 0.274, 0.7126), (75.4974, 0.0, 0.001), (30.233466666666672, 11.099666666666664, 11.125866666666667), (41.94273333333333, 0.0009333333333333332, 6.666666666666668e-05), (710.2348000000001, 0.9372, 1.3942), (120.23660000000001, 0.8804666666666667, 0.7153333333333335), (1177.2012, 0.14893333333333333, 0.6776666666666666), (475.3542666666667, 0.0017333333333333335, 0.0003333333333333333)]","[(1, 0.0019333333333333331, 0.002327777777777778), (1, 0.0, 0.0006277777777777777), (1, 0.0, 0.0015388888888888887), (3, 0.04375, 0.0321388888888889), (3, 5e-05, 0.13139444444444442), (1, 0.0, 0.00022777777777777778), (2, 0.0, 0.002361111111111111), (1, 0.2701, 0.013050000000000004), (3, 5e-05, 0.20435555555555557), (3, 0.0, 0.0), (3, 0.0, 2.7777777777777776e-05), (1, 0.0, 0.0006222222222222223), (1, 0.003016666666666666, 0.05234444444444444), (2, 5e-05, 0.008244444444444445), (3, 5e-05, 0.12382222222222221), (1, 0.015333333333333336, 0.0008833333333333333)]","[47, 43, 55, 52, 51, 35, 46, 56, 31, 32, 38, 53, 39, 41, 49, 54]","[1, 6, 13, 11, 13, 14, 6, 10, 4, 6, 15, 6, 14, 15, 5, 12]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
42,16,"[2079.788639958885, 621.0336486087066, 554.2559608139378, 1125.2060760191043, 2953.431360041183, 1177.626533692989, 578.5432109491665, 0, 7242.4329137289415, 590.9835929581135, 1714.4051397483977, 641.0669921122135, 3233.9081562841443, 1572.4510814764558, 5888.650399259911, 1235.3895160495777]","[4029.0, 1020.3767874516566, 814.9123003863775, 4029.0, 3214.0876996136226, 986.3591887044224, 977.8863497921164, 4029.0, 4029.0, 990.3267318010635, 4029.0, 1040.4101309551634, 3042.640811295578, 2183.0307827134393, 4029.0, 1845.969217286561]","[(458.5768, 0.723, 1.306), (48.234066666666656, 0.0009333333333333332, 0.00013333333333333334), (125.82866666666669, 0.0007333333333333332, 0.0002666666666666667), (838.8603333333335, 0.08673333333333332, 0.3268666666666667), (1311.4188000000001, 0.188, 0.5201333333333333), (100.663, 0.7414666666666667, 0.0048), (275.4254, 0.0011333333333333332, 0.0014666666666666665), (226.49220000000003, 0.0016666666666666668, 0.0014), (1937.767933333333, 0.2582, 0.7142000000000001), (265.6387333333333, 0.05313333333333333, 0.031266666666666665), (105.5042, 0.28773333333333334, 0.22433333333333338), (39.8456, 0.0008666666666666667, 6.666666666666668e-05), (478.1502, 1.5555999999999999, 1.8252000000000002), (117.4404, 0.9407333333333332, 0.7398666666666667), (1269.4758, 0.3529333333333333, 0.49439999999999995), (267.736, 0.28726666666666667, 0.0504)]","[(1, 0.059366666666666665, 0.06801666666666667), (1, 0.0, 0.00065), (1, 0.0, 0.00165), (3, 0.0, 0.012833333333333334), (3, 3.3333333333333335e-05, 0.16156666666666666), (1, 0.0, 0.0002222222222222222), (2, 0.0005666666666666666, 0.002327777777777778), (1, 0.27021666666666666, 0.012733333333333334), (3, 0.17391666666666664, 0.4805555555555557), (3, 0.0, 0.006316666666666667), (1, 0.0030666666666666663, 0.05871111111111111), (1, 0.0, 0.000638888888888889), (1, 0.0011333333333333332, 0.0015055555555555556), (2, 0.0, 0.011944444444444445), (3, 0.1731833333333333, 0.38794999999999996), (1, 0.0, 0.0011611111111111112)]","[47, 43, 55, 52, 51, 35, 46, 56, 31, 57, 58, 53, 39, 41, 49, 59]","[1, 6, 13, 11, 13, 14, 6, 10, 4, 6, 7, 6, 14, 15, 5, 15]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
43,15,"[2871.947793837662, 637.7281015282955, 597.6615481065954, 1045.0727056201176, 2989.8560016860883, 1257.0478580583301, 569.6425461653333, 0, 0, 580.9669218910268, 1429.5838385761401, 621.0336486087066, 4138.80906240035, 1560.5835261445573, 4252.576912042853, 1235.3895160495777]","[4029.0, 1042.635296979955, 818.4027732102535, 4029.0, 3210.5972267897464, 573.61939782899, 974.5497416169927, 0, 4029.0, 985.8741173426862, 4029.0, 1025.940844060366, 3455.3806021710097, 2177.09700504749, 4029.0, 1851.9029949525102]","[(824.879, 0.7441333333333333, 1.3625333333333334), (44.0398, 0.0009333333333333332, 6.666666666666668e-05), (98.56533333333331, 0.0005333333333333334, 0.0002), (721.42, 0.07806666666666666, 0.33893333333333336), (1177.2012, 0.14893333333333333, 0.6776666666666666), (127.92573333333337, 0.735, 0.0061333333333333335), (257.2501333333333, 0.0011333333333333332, 0.0014666666666666665), 0, (2088.762666666667, 0.21493333333333337, 0.8076), (272.62933333333325, 0.053200000000000004, 0.03573333333333333), (110.71433333333331, 0.20726666666666668, 0.17506666666666665), (55.92373333333333, 0.0009333333333333332, 6.666666666666668e-05), (673.8842, 1.5523333333333331, 1.8134000000000001), (142.6062, 0.9389333333333333, 0.7352666666666667), (1974.1186, 0.14053333333333334, 0.48906666666666665), (279.6198, 0.2951333333333333, 0.05206666666666667)]","[(1, 1.0255833333333333, 0.54465), (1, 0.0, 0.000611111111111111), (1, 0.0, 0.0015500000000000002), (3, 0.0, 0.011183333333333332), (3, 5e-05, 0.12382222222222221), (1, 0.0, 0.00047222222222222235), (2, 0.0002333333333333333, 0.002361111111111111), 0, (3, 6.666666666666667e-05, 0.18205555555555555), (3, 0.0, 0.0011611111111111112), (1, 0.0002333333333333333, 0.05122222222222223), (1, 0.0, 0.0006555555555555555), (1, 1.0415999999999999, 0.5724111111111111), (2, 0.0, 0.013844444444444444), (3, 1.666666666666667e-05, 0.31198333333333333), (1, 0.0, 0.0009000000000000001)]","[47, 43, 55, 52, 51, 35, 46, -1, 31, 57, 58, 53, 39, 41, 49, 59]","[1, 6, 13, 11, 13, 14, 6, -1, 4, 6, 7, 6, 14, 15, 5, 15]","[True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True]"
44,16,"[1993.7488816724258, 624.3725391926245, 0, 1385.6395298158109, 5888.650399259911, 1221.4451954117978, 777.3247244547779, 3121.8625785998443, 1364.7688631682443, 557.5946894011578, 1845.861124904825, 637.7281015282955, 3308.0803617035053, 1554.649748478609, 3235.722332789209, 1128.5450173642087]","[4029.0, 982.3675255484105, -929.8251996299555, 4029.0, 4958.825199629955, 971.1824168541464, 1135.319710810564, 4029.0, 4029.0, 915.5896757569438, 4029.0, 995.7230878840816, 3057.817583145854, 2227.5523655572, 4029.0, 1801.4476344427999]","[(721.4196, 0.7326, 1.4462000000000002), (28.66073333333333, 0.001066666666666667, 0.0), (113.24566666666668, 0.0007333333333333332, 0.0002666666666666667), (671.0880666666666, 0.08573333333333333, 0.32080000000000003), (1269.4758, 0.3529333333333333, 0.49439999999999995), (134.2174, 0.7556, 0.0046), (377.48666666666674, 0.0012, 0.0016), (0.0, 0.0, 0.0), (402.65259999999995, 0.0, 0.0), (160.78126666666668, 0.05293333333333333, 0.031466666666666664), (109.4118, 0.21166666666666664, 0.17653333333333332), (48.234, 0.001066666666666667, 0.0), (894.7841999999999, 1.598466666666667, 1.968333333333333), (125.829, 0.9171333333333334, 0.7279333333333333), (1730.8488, 0.18693333333333337, 0.49646666666666667), (271.93059999999997, 0.26839999999999997, 0.0528)]","[(1, 0.0, 0.0003444444444444444), (1, 0.0, 0.0006333333333333333), (1, 0.0, 0.0016666666666666668), (3, 0.0, 0.018272222222222224), (3, 0.1731833333333333, 0.38794999999999996), (1, 0.0, 0.00023888888888888888), (2, 0.6301, 0.005644444444444444), (2, 0.0, 0.0), (3, 0.1085, 0.004066666666666666), (3, 0.0, 0.0011222222222222222), (1, 0.00011666666666666667, 0.05212222222222222), (1, 0.0, 0.0006055555555555556), (1, 0.0013, 0.001966666666666667), (2, 0.0, 0.010616666666666667), (3, 1.666666666666667e-05, 0.20562222222222223), (1, 0.0, 0.00115)]","[47, 43, 55, 52, 51, 35, 46, 60, 61, 57, 58, 53, 39, 41, 49, 59]","[1, 6, 13, 11, 13, 14, 6, 2, 4, 6, 7, 6, 14, 15, 5, 15]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
45,16,"[2118.3581867769535, 0, 1578.3845313240047, 1095.1560621194842, 4252.576912042853, 1202.274530909819, 0, 3065.1014408071205, 1691.1266347954333, 574.2891411796356, 1812.9971286157179, 637.7281015282955, 3144.901509780911, 0, 2452.592537423716, 1135.2227985320444]","[4029.0, 704.2456893230172, 4029.0, 4029.0, 4029.0, 1043.1865105644538, 704.2456893230172, 4029.0, 4029.0, 1278.5348305026528, 4029.0, 1341.9737908513127, 2985.8134894355458, 1446.888600733978, 4029.0, 2582.111399266022]","[(626.3488000000001, 0.7791333333333333, 1.1652666666666667), (35.651199999999996, 0.0009333333333333332, 0.00013333333333333334), (223.696, 0.11593333333333333, 0.0992), (767.5571333333334, 0.08106666666666666, 0.391), (1974.1186, 0.14053333333333334, 0.48906666666666665), (88.0798, 1.1440666666666666, 0.0044666666666666665), (308.9798, 0.0011333333333333332, 0.0016), (0.0, 0.0, 0.0), (339.738, 0.0, 0.0), (143.3049333333333, 0.05273333333333334, 0.030533333333333336), (108.76053333333334, 0.20446666666666666, 0.17406666666666665), (35.6514, 0.001, 6.666666666666668e-05), (727.012, 1.5444666666666669, 1.7056666666666669), (114.6442, 0.9067333333333333, 0.7183999999999999), (1356.158, 0.1402, 0.49906666666666666), (277.5227333333333, 0.25306666666666666, 0.0498)]","[(1, 0.0019833333333333335, 0.0026333333333333334), (1, 0.0, 0.0006333333333333333), (2, 0.0, 0.0010277777777777776), (3, 0.0, 0.02345), (3, 1.666666666666667e-05, 0.31198333333333333), (1, 0.0, 0.0002111111111111111), (2, 0.002916666666666666, 0.002338888888888889), (2, 0.0, 0.0), (3, 0.2122, 0.00935), (3, 0.0, 0.0011333333333333332), (1, 0.0, 0.05014999999999999), (1, 0.0, 0.000638888888888889), (1, 0.0019666666666666665, 0.05048333333333333), (2, 1.666666666666667e-05, 0.011361111111111112), (3, 8.333333333333333e-05, 0.11315), (1, 0.0, 0.001172222222222222)]","[47, 43, 62, 52, 51, 35, 46, 60, 61, 57, 58, 53, 39, 41, 49, 59]","[1, 6, 10, 11, 13, 14, 6, 2, 4, 6, 7, 6, 14, 15, 5, 15]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
46,16,"[2145.060180727923, 1876.4565081617916, 1566.5169784569066, 0, 3235.722332789209, 0, 3752.9130163235823, 2911.512479720924, 1254.9939763481898, 577.6280315353312, 1886.9411202662081, 627.7114297765422, 3242.8088209344673, 881.4670876440003, 2677.21116090064, 1208.6783913782356]","[4029.0, 2192.1911850039032, 4029.0, 4029.0, 4029.0, 393.0955895327663, 4029.0, 4029.0, 4029.0, 893.3627083774429, 4029.0, 943.4461066186541, 3635.904410467234, 1850.8943481328824, 4029.0, 2178.1056518671176]","[(542.4628, 0.7475333333333333, 1.4531333333333334), (258.64820000000003, 0.019533333333333337, 0.0016), (268.4352, 0.11646666666666668, 0.09953333333333332), (796.9172, 0.0888, 0.33713333333333334), (1730.8488, 0.18693333333333337, 0.49646666666666667), (123.73126666666663, 0.9325333333333333, 0.0062), (388.67179999999996, 7.663399999999999, 2.4918666666666667), (0.0, 0.0, 0.0), (343.93240000000003, 0.0, 0.0), (167.77166666666662, 0.052866666666666666, 0.030466666666666666), (115.2732, 0.21046666666666666, 0.17566666666666664), (48.234, 0.0009333333333333332, 6.666666666666668e-05), (578.8134, 1.5288, 1.8861333333333334), (95.9442, 0.019933333333333334, 0.0208), (1227.5328, 0.18566666666666662, 0.4779333333333333), (304.0866, 0.2961333333333333, 0.05726666666666666)]","[(1, 0.07328333333333333, 0.0468111111111111), (3, 0.05115, 0.03694444444444444), (2, 0.0, 0.0009611111111111112), (3, 0.0, 0.019), (3, 1.666666666666667e-05, 0.20562222222222223), (1, 0.0, 0.0002611111111111111), (2, 0.0, 0.016355555555555557), (2, 0.0, 0.0), (3, 0.020033333333333334, 0.0038777777777777777), (3, 1.666666666666667e-05, 0.0011833333333333333), (1, 0.0, 0.05059444444444444), (1, 0.0, 0.0006611111111111111), (1, 0.07088333333333334, 0.05034444444444444), (1, 0.0012, 0.05558333333333333), (3, 3.3333333333333335e-05, 0.15232222222222222), (1, 0.0, 0.0010444444444444444)]","[47, 63, 62, 52, 51, 35, 64, 60, 61, 57, 58, 53, 39, 65, 49, 59]","[1, 6, 10, 11, 13, 14, 0, 2, 4, 6, 7, 6, 14, 15, 5, 15]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
47,16,"[2245.9343800982538, 1328.8784523992754, 1560.5832020233572, 2327.8664038117226, 2452.592537423716, 454.0891471920266, 2794.65141873918, 3145.2348118086134, 1266.8615316800874, 564.2724701125491, 1906.1117847681867, 614.3558674408712, 0, 754.589249271, 6028.278192232053, 1225.3728442978247]","[4029.0, 1836.0428557483767, 4029.0, 4029.0, 4029.0, 2241.5445735960134, 4029.0, 4029.0, 4029.0, 1071.4368734616505, 4029.0, 1121.5202707899725, 1787.4554264039866, 1779.1082024865877, 4029.0, 2249.8917975134127]","[(710.2348000000001, 0.9372, 1.3942), (328.5534, 0.0005333333333333334, 0.0006), (33.5544, 0.11626666666666668, 0.09953333333333332), (335.544, 0.016466666666666664, 0.009866666666666668), (1356.158, 0.1402, 0.49906666666666666), (29.621666666666673, 4.1293999999999995, 4.1416), (651.5146, 19.004533333333335, 2.486266666666667), (0.0, 0.0, 0.0), (306.18359999999996, 0.0, 0.0), (150.2954, 0.0526, 0.03033333333333333), (97.689, 0.24573333333333333, 0.20893333333333336), (35.651199999999996, 0.001066666666666667, 6.666666666666668e-05), (746.5854, 1.6389333333333334, 1.749), (96.9928, 0.020133333333333333, 0.014066666666666665), (1551.892, 0.19686666666666666, 1.39), (292.20259999999996, 0.28073333333333333, 0.056799999999999996)]","[(1, 0.003016666666666666, 0.05234444444444444), (3, 0.06125, 0.025472222222222222), (2, 0.0, 0.000972222222222222), (3, 0.0, 0.015905555555555555), (3, 8.333333333333333e-05, 0.11315), (3, 0.0, 1.6666666666666667e-05), (2, 0.0, 0.0053), (2, 0.0, 0.0), (3, 0.008033333333333333, 0.003372222222222222), (3, 0.0, 0.0011055555555555556), (1, 0.0, 0.05149444444444444), (1, 0.0, 0.0006277777777777777), (1, 0.0016833333333333331, 0.04975), (1, 0.0, 0.054338888888888895), (3, 0.0001, 0.1530611111111111), (1, 0.0, 0.001027777777777778)]","[47, 63, 62, 66, 51, 67, 64, 60, 61, 57, 58, 53, 39, 65, 49, 59]","[1, 6, 10, 11, 13, 14, 9, 0, 4, 6, 7, 6, 14, 15, 5, 15]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
48,16,"[3233.9081562841443, 2050.0788185255155, 1566.5169784569066, 2503.141050686958, 2677.21116090064, 1315.5229705416066, 1739.5619942211624, 2988.3069602640226, 1204.5568661876246, 554.2557990454623, 1908.8504511256126, 611.0169768569533, 1147.5012037613078, 754.589249271, 6374.312287858666, 1228.7117348817424]","[4029.0, 2321.2949537162053, 4029.0, 4029.0, 4029.0, 2098.5108833901495, 4029.0, 4029.0, 4029.0, 825.471934236152, 4029.0, 882.2331120476431, 1930.4891166098505, 1777.4387571946288, 4029.0, 2251.561242805371]","[(478.1502, 1.5555999999999999, 1.8252000000000002), (298.49406666666664, 0.0016666666666666668, 0.005466666666666667), (0.0, 0.1156, 0.0996), (427.8186, 0.011466666666666667, 0.006066666666666666), (1227.5328, 0.18566666666666662, 0.4779333333333333), (29.53446666666667, 12.107333333333337, 12.139266666666664), (369.0984, 16.1096, 2.579733333333333), (0.0, 0.0, 0.0), (322.961, 0.0, 0.0), (104.857, 0.052866666666666666, 0.0304), (125.0422, 0.247, 0.19506666666666664), (32.855133333333335, 0.0009333333333333332, 0.00013333333333333334), (386.924, 1.3948666666666665, 0.0056), (90.177, 0.02, 0.014), (1736.4414, 0.2492666666666667, 1.2721333333333333), (276.8236, 0.27726666666666666, 0.054666666666666655)]","[(1, 0.0011333333333333332, 0.0015055555555555556), (3, 0.0008666666666666667, 0.016138888888888887), (2, 0.0, 0.00095), (3, 1.666666666666667e-05, 0.017866666666666666), (3, 3.3333333333333335e-05, 0.15232222222222222), (3, 0.0, 1.6666666666666667e-05), (2, 0.0, 0.00225), (2, 0.0, 0.0), (3, 0.007916666666666667, 0.003444444444444445), (3, 0.0, 0.0011222222222222222), (1, 3.3333333333333335e-05, 0.05121666666666667), (1, 0.0, 0.0006277777777777777), (1, 0.0, 0.009683333333333334), (1, 3.3333333333333335e-05, 0.05506666666666666), (3, 0.00015, 0.2104), (1, 0.0, 0.0013833333333333334)]","[47, 63, 62, 66, 51, 67, 64, 60, 61, 57, 58, 53, 68, 65, 49, 59]","[1, 6, 10, 11, 13, 14, 9, 0, 4, 6, 7, 6, 14, 15, 5, 15]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
